text,domain,intent
"could you tell me what 30% off 235 is, please",utility,calculator
"could you check if my order has been delivered, please",home,order_status
check on the status of my order,home,order_status
"can you check to see if my order has been delivered, please",home,order_status
can you find my package in transit,home,order_status
check up on the status of my online order,home,order_status
has my order been shipped,home,order_status
where is my order,home,order_status
when can i expect to receive the order,home,order_status
can you see if my order was delivered,home,order_status
did my order ship,home,order_status
could you check to see if my order has been delivered,home,order_status
has my delivery order arrived yet,home,order_status
has the order that i placed arrived,home,order_status
help me find my package,home,order_status
where's my package,home,order_status
look up the status of the order i placed online,home,order_status
show me where my order is,home,order_status
where is my delivery order,home,order_status
can you tell me if my last amazon order is coming today,home,order_status
could you please track my package,home,order_status
where's my package right now,home,order_status
"i ordered for delivery, has is arrived yet",home,order_status
do you know where my package is,home,order_status
when will my package arrive,home,order_status
how soon will me package arrive,home,order_status
track my package please,home,order_status
when can i expect my order,home,order_status
will my order be here by saturday,home,order_status
"i just placed my order today, what is the status of it",home,order_status
"hey, i just put in my order and i was wondering what the status of it",home,order_status
can you check on the status of my orders at amazon,home,order_status
"track package, please",home,order_status
can you help me find my package,home,order_status
"i ordered some curtains off amazon, can you tell me if it's been shipped yet",home,order_status
what's going on with my order,home,order_status
what is the tracking on my package,home,order_status
has my online order shipped yet,home,order_status
can you give me a status update on my online order from amazon,home,order_status
what is the status of my recent order,home,order_status
was my order dropped off,home,order_status
is my order shown as delivered,home,order_status
are you able to tack my package,home,order_status
is my package able to be tracked by you,home,order_status
i need an update on my online order from nespresso,home,order_status
has my delivery order showed up,home,order_status
order status,home,order_status
"check status on my deliver, has it been delivered",home,order_status
what is the status of my order,home,order_status
is the packaged delivered already,home,order_status
are you able to track my package,home,order_status
how long can you keep chicken in the freeze before it goes bad,kitchen_dining,food_last
i've had eggs in the fridge since monday are they safe eat,kitchen_dining,food_last
what is the expiration date of the milk,kitchen_dining,food_last
how long does cottage cheese keep in the fridge,kitchen_dining,food_last
how long will eggs last in the fridge,kitchen_dining,food_last
when will my milk be no good,kitchen_dining,food_last
what is the length of time i can leave pork in the fridge,kitchen_dining,food_last
cut cucumbers can stay in the fridge for how long before spoiling,kitchen_dining,food_last
"it seems to be that i have had pizza in the fridge since monday, so is it safe to eat",kitchen_dining,food_last
how long does it take for dough in the freezer to go off,kitchen_dining,food_last
i got to know how long can i keep pizza in the freezer for before it goes bad,kitchen_dining,food_last
how long can i keep macaroni in the fridge before it spoils,kitchen_dining,food_last
"i have tomatoes from tuesday, do you think those are still good",kitchen_dining,food_last
i need to know how long can i keep pizza in the freezer for before it goes bad,kitchen_dining,food_last
is the tofu i put in the fridge tuesday still edible today,kitchen_dining,food_last
i wanna know how long can i keep pizza in the freezer for before it goes bad,kitchen_dining,food_last
when does milk expire,kitchen_dining,food_last
has the leftover hamburger from last saturday gone bad,kitchen_dining,food_last
when does pork go bad in the fridge,kitchen_dining,food_last
"it turns out i have had pizza in the fridge since monday, so is it safe to eat",kitchen_dining,food_last
how long can pizza be in the fridge,kitchen_dining,food_last
ribs can stay in the fridge for how long before they turn,kitchen_dining,food_last
how long is it safe to leave a burger in the refrigerator,kitchen_dining,food_last
so how long can pizza last in the fridge,kitchen_dining,food_last
is there a limit to how long you can store bread in the freezer,kitchen_dining,food_last
how long does it take tomatoes to expire,kitchen_dining,food_last
how long is it safe to leave shrimp in the fridge,kitchen_dining,food_last
how long do i have before frozen chicken will go bad,kitchen_dining,food_last
when will my eggs go bad,kitchen_dining,food_last
"so it seems i have had pizza in the fridge since monday, so is it safe to eat",kitchen_dining,food_last
what's the time frame for hamburger stored in the freezer to go bad,kitchen_dining,food_last
is it safe to eat chicken that has been in the fridge since monday,kitchen_dining,food_last
how long can i expect to keep steak in the freezer,kitchen_dining,food_last
"i have had pizza in the fridge since monday, so is it safe to eat",kitchen_dining,food_last
how long will steaks last in the freezer,kitchen_dining,food_last
the milk will expire when,kitchen_dining,food_last
how long will my milk be good in the fridge,kitchen_dining,food_last
how long does it take frozen steaks to go bad,kitchen_dining,food_last
how long are eggs good for,kitchen_dining,food_last
how long can i keep avocados in the fridge before they go bad,kitchen_dining,food_last
what's the shelf life of guacamole in the fridge,kitchen_dining,food_last
can i eat the eggs i've had in the fridge since 2/21,kitchen_dining,food_last
is it okay to eat chicken that i put in the fridge on monday,kitchen_dining,food_last
give me the length of time that i can leave milk in my fridge,kitchen_dining,food_last
how long can i keep pizza in the freezer for before it goes bad,kitchen_dining,food_last
how long until pork spoils in the fridge,kitchen_dining,food_last
how long can i leave pizza in the fridge,kitchen_dining,food_last
when do ribs expire,kitchen_dining,food_last
"i have had pasta in the fridge since monday, can is till consume it",kitchen_dining,food_last
tell me when the milk will expire,kitchen_dining,food_last
go back to factory settings please,meta,reset_settings
i want you to reset your factory settings,meta,reset_settings
do a hard reset,meta,reset_settings
revert to your factory settings,meta,reset_settings
change back to your initial settings please,meta,reset_settings
"revert to your factory settings, please",meta,reset_settings
reset to your natural settings,meta,reset_settings
refresh to factory defaults,meta,reset_settings
would you please reboot yourself to factory settings,meta,reset_settings
i need you to reset your factory settings,meta,reset_settings
change to factory settings now,meta,reset_settings
i want to go back to the factory settings,meta,reset_settings
reset to original settings,meta,reset_settings
go back to factory settings now,meta,reset_settings
please go back to the original settings,meta,reset_settings
go ahead and reset your factory settings,meta,reset_settings
i would like you to revert to your factory settings,meta,reset_settings
please reconfigure yourself back to factory settings,meta,reset_settings
could you reset your factory settings please,meta,reset_settings
go back to initial factory state,meta,reset_settings
i want to reset your settings to the original,meta,reset_settings
i want you to reset to brand new please,meta,reset_settings
do a hard reset to factory settings,meta,reset_settings
reset to default settings,meta,reset_settings
change settings to how they were originally,meta,reset_settings
go ahead and go back to the original settings,meta,reset_settings
make the settings go back to the original,meta,reset_settings
"revert back to your factory settings, please",meta,reset_settings
restore your original settings now,meta,reset_settings
go to default setting,meta,reset_settings
go back to the original settings now,meta,reset_settings
you need to go back to the original settings,meta,reset_settings
go back to your original settings,meta,reset_settings
reset to default settings please,meta,reset_settings
please reset the factory settings,meta,reset_settings
i want to put you back to original settings,meta,reset_settings
i'd like to switch back to my factory settings,meta,reset_settings
please go back to to factory settings now,meta,reset_settings
let's go to default settings,meta,reset_settings
help me get my device back to it's factory settings,meta,reset_settings
i want you reset to factory settings,meta,reset_settings
i'd like to reset to factory settings,meta,reset_settings
reset the factory settings if possible,meta,reset_settings
clear all settings in a reset,meta,reset_settings
go back the the settings you had originally,meta,reset_settings
i'd like to revert to factory settings,meta,reset_settings
you got to go back to factory settings now,meta,reset_settings
go to factory settings,meta,reset_settings
return to your original settings,meta,reset_settings
please go back to your factory settings,meta,reset_settings
are there any meetings on the calendar for today,work,meeting_schedule
when is my meeting with roger,work,meeting_schedule
do i have any meetings planned for today,work,meeting_schedule
tell me the meeting schedule for the day,work,meeting_schedule
"for today only, how many meetings are with jake",work,meeting_schedule
tell me the meeting schdule please,work,meeting_schedule
do i have any meetings with dave today,work,meeting_schedule
what do i have going on between 9 and 10,work,meeting_schedule
are any meetings scheduled for today,work,meeting_schedule
do i have any meetings scheduled between 3 and 5 pm today,work,meeting_schedule
let me hear all meetings for today,work,meeting_schedule
do you see any meetings with john on my schedule today,work,meeting_schedule
what meetings are on my calendar,work,meeting_schedule
bring up any mettings for today,work,meeting_schedule
please list my meetings for today,work,meeting_schedule
"tell me my scheduled meetings for today only, please",work,meeting_schedule
when is my meeting with dan scheduled for,work,meeting_schedule
do i have any meetings today between 5 and 6,work,meeting_schedule
tell me when my meeting is scheduled with roger,work,meeting_schedule
what meetings are scheduled for today,work,meeting_schedule
are there meetings schedules today between noon and one,work,meeting_schedule
when is the meeting with homer scheduled for,work,meeting_schedule
do i have any meetings scheduled for today,work,meeting_schedule
what times are my meetings,work,meeting_schedule
is mr ceo waiting me now,work,meeting_schedule
what meetings do i have today from 3 to 4,work,meeting_schedule
am i scheduled to meet with heather today,work,meeting_schedule
when is today's meeting with john,work,meeting_schedule
is the gang getting together this afternoon,work,meeting_schedule
share my meeting schedule with me,work,meeting_schedule
what is on my schedule between 10:00 am and 11:00 am,work,meeting_schedule
what meetings do i have scheduled today,work,meeting_schedule
what meetings are on my schedule today between 1:00 pm and 4:00 pm,work,meeting_schedule
on what day is my meeting with dr lee,work,meeting_schedule
how many total meetings will i have between 2 and 5,work,meeting_schedule
what's on my meeting schedule today,work,meeting_schedule
what are my meetings today,work,meeting_schedule
what meetings are on my schedule today,work,meeting_schedule
do i have meetings scheduled today,work,meeting_schedule
do i have many meetings today between 2 and 4,work,meeting_schedule
when is my meeting with bob,work,meeting_schedule
i need to know if i have any meetings scheduled for today,work,meeting_schedule
what is the meeting schedule today,work,meeting_schedule
what meetings do i have today between noon and one,work,meeting_schedule
how many meetings do i have scheduled between 10 and 3,work,meeting_schedule
do i have any meetings with stan today,work,meeting_schedule
any meetings on the schedule today,work,meeting_schedule
please list my meetings for today from 8:00 am to 2:00 pm,work,meeting_schedule
did i schedule any meetings for today,work,meeting_schedule
tell me how many meetings with pete i have for today,work,meeting_schedule
what's the current timezone in barcelona,travel,timezone
please search for portland's timezone,travel,timezone
what timezone is miami in,travel,timezone
what's the timezone for brasilia,travel,timezone
what timezone does lisbon have,travel,timezone
how is miami time zone like,travel,timezone
what timezone is reno in,travel,timezone
what is the timezone for quito,travel,timezone
i need to know what timezone sedona is in,travel,timezone
which timezone is france in,travel,timezone
what timezone is lima in,travel,timezone
what's chicago's time zone,travel,timezone
french time zone,travel,timezone
what is the time zone of france,travel,timezone
i would like information on france's timezone,travel,timezone
time zone in france,travel,timezone
what timezone is japan in,travel,timezone
tell me the timezone las vegas is in,travel,timezone
what timezone is chicago in,travel,timezone
whats the timezone for san fransico,travel,timezone
tell me the timezone that spain is in,travel,timezone
italy's timezone is what,travel,timezone
do you know what the timezone is in reno,travel,timezone
the timezone of italy is what,travel,timezone
for italy what timezone is it in,travel,timezone
can you tell me denver's timezone,travel,timezone
in what timezone is nigeria,travel,timezone
what timezone is dallas in,travel,timezone
what timezone is detroit in,travel,timezone
do you know what timezone italy is in,travel,timezone
can you tell me which timezone is cambodia in,travel,timezone
time zone in miami is what like,travel,timezone
could you tell me what timezone reno is in,travel,timezone
what timezone is scotland in,travel,timezone
which timezone is colombia,travel,timezone
i wanna know what timezone spain is in,travel,timezone
nigeria is in which time zone,travel,timezone
which timezone is england in,travel,timezone
what timezone is boise in,travel,timezone
what timezone would i be in if i traveled to moscow,travel,timezone
does phoenix have a different timezone,travel,timezone
what timezone do they use in la,travel,timezone
what timezone is russia in,travel,timezone
what's the time zone in miami,travel,timezone
does the central timezone include austin,travel,timezone
what timezone is los angeles in,travel,timezone
what timezone is new york in,travel,timezone
reno's timezone is what,travel,timezone
what timezone is china in,travel,timezone
what timezone is london is,travel,timezone
is it possible to make an order for more checkbooks for my chase bank account,banking,order_checks
order more checkbooks for my community account,banking,order_checks
"can you order me more checks, please",banking,order_checks
can i order for more checkbooks for my chase bank account,banking,order_checks
can you get me more checkbooks for my southern account,banking,order_checks
does my great western bank account allow me to order more checkbooks,banking,order_checks
can i get more checkbooks for my bank of america checkings account,banking,order_checks
can i get new checks to replace the ones we ran out of,banking,order_checks
i need to order more checks for my savings account,banking,order_checks
i would like to get some more checkbooks mailed to me,banking,order_checks
is it possible to order more checkbooks for my chase bank account,banking,order_checks
can you show me how to get more checkbooks by mail,banking,order_checks
i would like to place an order for more checkbooks to me mailed to me,banking,order_checks
"ai,please order some checks for my usbank account",banking,order_checks
would you please order me more checkbooks for my b of t account,banking,order_checks
"i need to order checks, so can i order some new ones",banking,order_checks
help me get some new checks since i ran out of them,banking,order_checks
i don't have checks so can i order some new ones,banking,order_checks
make an order for new checbooks on my td checking please,banking,order_checks
order more checks,banking,order_checks
is it possible to get more checkbooks for my navy fed account,banking,order_checks
i'd love to order some more checks for my checking account,banking,order_checks
"i'd like to get some more checkbooks mailed to me, if i can",banking,order_checks
how can i order some more checks for my checking account,banking,order_checks
order some new checks to replace the ones i ran out of,banking,order_checks
i must order some more checks for my checking account,banking,order_checks
is it possible to get more checkbooks for my wells fargo checkings,banking,order_checks
i want to order some more checks for my savings account,banking,order_checks
i wanna get some new checks cause i ran out of them,banking,order_checks
"ai, research usbank options to order more checks",banking,order_checks
"ai, where do i go to order checks for my usbank account",banking,order_checks
please show me how to order more checks for my savings account,banking,order_checks
"i recently ran out of checks, so i wanna get some new ones",banking,order_checks
how do i order new checks,banking,order_checks
i do need to get some more checkbooks mailed to me,banking,order_checks
how can i order more checks since i do not have any more,banking,order_checks
i would like to order additional checkbooks to me mailed to my home address,banking,order_checks
can you explain to me how to get some more checkbooks mailed to me,banking,order_checks
how do i place an order for more checks for my bank of america account,banking,order_checks
i need new checks,banking,order_checks
"ai, show me online options to order more checks for my usbank account",banking,order_checks
i'm in need of checks for bank of america,banking,order_checks
i need to order new checks,banking,order_checks
i used the last check so i want you to help me order more,banking,order_checks
how can i order more checkbooks by mail,banking,order_checks
i wanna order some more checks for my checking account,banking,order_checks
how can i get more checks for my commerce bank checking account,banking,order_checks
can you order me more checks at wells fargo,banking,order_checks
how do i order checks for my savings account,banking,order_checks
will it be possible to order for more checkbooks for my chase bank account,banking,order_checks
what did i spend on groceries this month,banking,spending_history
how much have i spent on starbucks since the beginning of 2019,banking,spending_history
what did car insurance run me this year,banking,spending_history
how much did i spend on food,banking,spending_history
have i been spending a lot on food lately,banking,spending_history
how much did i spend on movies last week,banking,spending_history
i need to know what i spend on utilities for the last year,banking,spending_history
can you tell me my spending history from last week,banking,spending_history
how much have i paid for rent in the last 6 months,banking,spending_history
where did all my money go this month,banking,spending_history
how much have i spent on bills recently,banking,spending_history
have i been giving lot of money to food to food lately,banking,spending_history
how much have i spent on shoes,banking,spending_history
what was the total i spent at home depot last month,banking,spending_history
did i go out to eat more than usual,banking,spending_history
i have been spending a lot on insurance lately,banking,spending_history
have i been spending a lot on shoes lately,banking,spending_history
how much have i spent eating out this week,banking,spending_history
have i been spending a lot on groceries lately,banking,spending_history
how much money did i spend yesterday,banking,spending_history
did i spend a lot on shoes recently,banking,spending_history
what have i spent lately in child care,banking,spending_history
how much have i spent on shoes lately,banking,spending_history
could you tell me how much money i spent last week,banking,spending_history
how much money have i dropped recently,banking,spending_history
what's the amount of money i spent yesterday,banking,spending_history
how much have i spent on food in the past week,banking,spending_history
i need to know what i have spent on food recently,banking,spending_history
how much did i spend on lunches last week,banking,spending_history
have i been spending more money at restaurants,banking,spending_history
how much have i paid in medical expenses recently,banking,spending_history
what's my going out to eat tab this month vs last month,banking,spending_history
how much money did i spend at starbucks in the last week,banking,spending_history
have i been spending a lot on take out lately,banking,spending_history
i have been spending a lot on utility bills lately,banking,spending_history
what have i spent over the last few days,banking,spending_history
how much money have i spent this week,banking,spending_history
could you check my account and let me know how much i spent on food in january,banking,spending_history
have i been spending a ton of money on movies lately,banking,spending_history
how much have i spent on clothes recently,banking,spending_history
how much money did i spend on food last month,banking,spending_history
have i have been spending a lot of money on shoes,banking,spending_history
how much do i spend going out to eat,banking,spending_history
what have i spent on food recently,banking,spending_history
could you tell me how much i've spent over the past two weeks,banking,spending_history
how much did i spend on gas last week,banking,spending_history
what's the total amount i've spent eating out in the last two weeks,banking,spending_history
how much did i spend this week,banking,spending_history
have i been spending a lot on roast beef lately,banking,spending_history
how much did i spend on christmas gifts in december,banking,spending_history
it looks like someone made an unauthorized amazon purchase on my account,banking,report_fraud
turns out i made a fraudulent transaction,banking,report_fraud
someone misused my card and put fraudulent transactions on it,banking,report_fraud
"i need to report fraudulent activity on my visa card, please",banking,report_fraud
looks like someone made an unauthorized charge to nike on my account,banking,report_fraud
i think the charge for uber on my account is fraudulent,banking,report_fraud
"""please contact my credit card company to report fraudulent activity on",banking,report_fraud
i think someone stole my card and used it,banking,report_fraud
i think someone made an illegal charge to my card,banking,report_fraud
i have detected fraudulent activity on my account,banking,report_fraud
there seems to be fraudulent activity,banking,report_fraud
i suspect some suspicious activity,banking,report_fraud
i'm afraid there is a false transaction on my account,banking,report_fraud
i think my chase account has been compromised and fraud committed,banking,report_fraud
report fraudulent activity on my debit card,banking,report_fraud
my card has purchases i don't recognize,banking,report_fraud
i think i've been the victim of fraud,banking,report_fraud
i see a purchase on my chase checking that i did not make,banking,report_fraud
i spotted a fraudulent transaction from microsoft on my account,banking,report_fraud
there is an unauthorized transaction on my bank of america checking,banking,report_fraud
this costco charge looks fraudulent,banking,report_fraud
i have suspicious charges on my discovery card,banking,report_fraud
"i want to report fraudulent activity on my amex card, please",banking,report_fraud
"""i need to report fraudulent activity to my card company",banking,report_fraud
so i made a fraudulent transaction,banking,report_fraud
how do i let visa know about a charge i didn't make,banking,report_fraud
how do i report fraud on my discover card,banking,report_fraud
it seems someone conducted a fraudulent transaction on my account,banking,report_fraud
i have a fraudulent transaction from fry's on my account,banking,report_fraud
i have a fraudulent transaction from red robin on my account,banking,report_fraud
my account has a fraudulent transaction i think,banking,report_fraud
can you report credit card fraud for me,banking,report_fraud
i need to talk to someone about a transaction that was not made by me on my chase account,banking,report_fraud
i see a suspicious transaction in my account history,banking,report_fraud
i need to report some fraudulent card activity,banking,report_fraud
i suspect fraudulent transaction,banking,report_fraud
please report information about activity on my credit card,banking,report_fraud
i have charges on my amex card i didn't make,banking,report_fraud
how do i report a fraudulent charge on my visa,banking,report_fraud
can you help me deal with this fraudulent transaction from verizon on my account,banking,report_fraud
i think there's fraud on my account,banking,report_fraud
i'm reporting fraudelent activity on my card,banking,report_fraud
i have a fraudulent transaction from wal mart on my account,banking,report_fraud
i need to report a fraudulent transaction from postmates on my account,banking,report_fraud
"i want to report fraudulent activity on my visa card, please",banking,report_fraud
i'm pretty sure this charge from sam's club is fraudulent,banking,report_fraud
send fraudulent activity information,banking,report_fraud
i believe there are fraudulent charges on my card how can i report them,banking,report_fraud
there are some questionable charges on my card,banking,report_fraud
i have activity on my bank of america card i don't recognize,banking,report_fraud
"my car battery is dead, what do i do now",auto_commute,jump_start
how do i start my car battery,auto_commute,jump_start
what should i do if my car battery is dead,auto_commute,jump_start
can you help me with the steps to jump start my car,auto_commute,jump_start
how do i jump start a battery,auto_commute,jump_start
please help me figure out how to jump start my car,auto_commute,jump_start
what do i do to jump start my car,auto_commute,jump_start
what should i do if my car battery dies,auto_commute,jump_start
tell me how to jump start my dead battery,auto_commute,jump_start
how do i fix a dead car battery,auto_commute,jump_start
what are my options for jump starting my battery,auto_commute,jump_start
how do i jump my car,auto_commute,jump_start
my battery is dead so how can i get it going again,auto_commute,jump_start
can you tell me how to jump a car,auto_commute,jump_start
what are the steps to jump start my car,auto_commute,jump_start
tell me how to jump start my own car battery,auto_commute,jump_start
can you tell me how to jump start the car,auto_commute,jump_start
what's the method of jumping my car,auto_commute,jump_start
what will i need to jump start a dead car,auto_commute,jump_start
closest auto parts store to find replace for dead car battery,auto_commute,jump_start
i need rules for jump starting,auto_commute,jump_start
guide me through jump starting a car,auto_commute,jump_start
my car is dead can you tell me how to jump start it,auto_commute,jump_start
i need to know how to jump start my car,auto_commute,jump_start
inform me on the directions to jump start my car,auto_commute,jump_start
what's next when it seems there's a dead car battery,auto_commute,jump_start
what do you need to jump a car,auto_commute,jump_start
"i don't know how to jump start my car, help!",auto_commute,jump_start
how do i jump start my car battery,auto_commute,jump_start
find repair shop that will diagnosis dead car battery,auto_commute,jump_start
tell me how to jump start a battery,auto_commute,jump_start
how can i start my car using a jump start,auto_commute,jump_start
"my car battery died, what should i do",auto_commute,jump_start
what are some ways to jump start a car,auto_commute,jump_start
what's the best way to jump start a kia,auto_commute,jump_start
what is the procedure to jump start a car,auto_commute,jump_start
how does one jump a car,auto_commute,jump_start
how do i jump start a fiat,auto_commute,jump_start
what do i do to jump start my battery,auto_commute,jump_start
"my car needs to be jump started, guide me through it",auto_commute,jump_start
can you tell me how to jump my car,auto_commute,jump_start
how do you go about jump starting a car battery,auto_commute,jump_start
what do i do when my car battery is dead,auto_commute,jump_start
how do i jump start my vehicle,auto_commute,jump_start
help needed to jump start my car,auto_commute,jump_start
help me jump start my car,auto_commute,jump_start
do you have instructions on jump starting a chevy,auto_commute,jump_start
i need to jump start my car what do i do,auto_commute,jump_start
"if my car battery is dead, what action do i need to do",auto_commute,jump_start
what do i do if my car battery is dead,auto_commute,jump_start
that's completely false,meta,no
that's not true,meta,no
"that's not right, so no",meta,no
nope,meta,no
no way!,meta,no
no don't do that!,meta,no
i think not,meta,no
that's a negative,meta,no
i say negative,meta,no
that’s actually wrong,meta,no
"no, that can't be right",meta,no
definitely not,meta,no
that is not true,meta,no
no thanks,meta,no
not true,meta,no
not that one,meta,no
that's not right it's false,meta,no
"no, don't do that",meta,no
"no, that is my response",meta,no
nada,meta,no
that is not correct,meta,no
no thank you,meta,no
"i don't like that, no",meta,no
that would be a no,meta,no
i think it is false,meta,no
i'll pass,meta,no
that’s not correct,meta,no
what you just said is wrong,meta,no
no is the answer,meta,no
nay,meta,no
i must say no,meta,no
the answer is no,meta,no
the information is wrong,meta,no
i would have to say the answer to that is no,meta,no
"no, that is inaccurate",meta,no
no!,meta,no
what you just said is false,meta,no
that is a completely false statement,meta,no
the answer is false,meta,no
i would say that the statement is definitely false,meta,no
i do not believe that that is correct,meta,no
i believe that to be false,meta,no
"i don't believe that is possible, it is false",meta,no
no that isn't it,meta,no
that is not right,meta,no
no that isn't the case,meta,no
it's a no,meta,no
i gotta say no,meta,no
not that,meta,no
that is overwhelmingly false,meta,no
tell me the company that produces you and similar machines,small_talk,who_made_you
who invented you,small_talk,who_made_you
what company wrote your code,small_talk,who_made_you
i want to know who made you,small_talk,who_made_you
to which company is your design accredited to,small_talk,who_made_you
what company coded you,small_talk,who_made_you
who fabricated you,small_talk,who_made_you
what's your design company,small_talk,who_made_you
the programmer who made you is who,small_talk,who_made_you
who made this ai,small_talk,who_made_you
what company manufactured you,small_talk,who_made_you
who gave you life,small_talk,who_made_you
do you know who you came from,small_talk,who_made_you
i'd like to know who made you,small_talk,who_made_you
what company sponsored you,small_talk,who_made_you
may i know who made you,small_talk,who_made_you
who was the inventor of ai,small_talk,who_made_you
who made the ai,small_talk,who_made_you
i am needing to know who made you,small_talk,who_made_you
how did you come to be you,small_talk,who_made_you
ai was made by whom,small_talk,who_made_you
tell me what company programmed you,small_talk,who_made_you
i need to know who programmed you,small_talk,who_made_you
you were built by who,small_talk,who_made_you
provide me the name of who made you,small_talk,who_made_you
how were you made,small_talk,who_made_you
give me an answer to who made you,small_talk,who_made_you
how was this ai created,small_talk,who_made_you
who brought you up,small_talk,who_made_you
who formed you,small_talk,who_made_you
would you tell me who made the ai,small_talk,who_made_you
who supplied your instructions,small_talk,who_made_you
what company created you,small_talk,who_made_you
by which company are you designed by,small_talk,who_made_you
can you remember who compiled you,small_talk,who_made_you
who is your originator,small_talk,who_made_you
will you tell me who made the ai,small_talk,who_made_you
let me know who made you,small_talk,who_made_you
who built you,small_talk,who_made_you
would you let me know who programmed you,small_talk,who_made_you
who developed your actions,small_talk,who_made_you
tell me who programmed you,small_talk,who_made_you
what's your brand,small_talk,who_made_you
who was your programmer,small_talk,who_made_you
what's the name of the company that designed you,small_talk,who_made_you
whats it like to be programmed,small_talk,who_made_you
who designed you,small_talk,who_made_you
who is this ai's creater,small_talk,who_made_you
i'm needing to know who made you,small_talk,who_made_you
what company owns your code,small_talk,who_made_you
i need to know the interest rate on my bank of america cd account,banking,interest_rate
please tell me my current interest rate for my home equity line of credit,banking,interest_rate
i need the interest rate on my capital one account,banking,interest_rate
could you help me find the interest on my chase account,banking,interest_rate
how do i know the interest rate for my signature account,banking,interest_rate
can i find out my checking interest rate online,banking,interest_rate
my interest rate please,banking,interest_rate
"if i'm using citibank, what is the interest rate",banking,interest_rate
does my checking interest rate seem low,banking,interest_rate
i need to find the interest rate for my checking account,banking,interest_rate
what is the interest rate i am receiving from the start of the year,banking,interest_rate
how are the interest rates at chase bank,banking,interest_rate
is there any info on my savings interest rate online,banking,interest_rate
what do i need to do to look up my 1st republic account's interest rate,banking,interest_rate
let me know what my interest rate is,banking,interest_rate
i need to know my interest rate,banking,interest_rate
what's the interest rate for my checking account,banking,interest_rate
please tell me what i can expect my bank of america interest rate to be,banking,interest_rate
can you tell me the interest rate,banking,interest_rate
what interest rate am i paying,banking,interest_rate
what is the interest rate on my bank of america credit card,banking,interest_rate
let me know my ally interest rate,banking,interest_rate
what's the interest rate i have from illinois national,banking,interest_rate
i have to find the interest rate for my checking account,banking,interest_rate
is my savings interest rate too high,banking,interest_rate
what is my interest rate payment,banking,interest_rate
how percentage am i earning annually on my account,banking,interest_rate
i need to know my b of a interest rate,banking,interest_rate
will you tell me the interest rate,banking,interest_rate
i really need to find the interest rate for my checking account,banking,interest_rate
i wanna know the interest rate on my bank of america cd account,banking,interest_rate
can you help me find the interest rate for my sba account,banking,interest_rate
how do i know what interest rate chase has,banking,interest_rate
"hi, can you tell me the interest on my ira",banking,interest_rate
what's my interest rate,banking,interest_rate
how to calculate my interest rate,banking,interest_rate
will you tell me my interest rate,banking,interest_rate
how can i figure out my interest rate for my umpqua account,banking,interest_rate
what is my interest rate,banking,interest_rate
what interest rate will regions give me,banking,interest_rate
what is my credit card interest rate,banking,interest_rate
tell me my interest rate,banking,interest_rate
what is my annual percentage rate,banking,interest_rate
what's the interest rate on my savings,banking,interest_rate
i would like to know my chase interest rate,banking,interest_rate
how much interest am i getting on my savings,banking,interest_rate
could you find my interest rate for me,banking,interest_rate
can you tell me my current interest rate,banking,interest_rate
what is the best interest rate i can get from now on,banking,interest_rate
where do i go to view the interest rate on my brighton account,banking,interest_rate
i lost my debit card and need it reported as lost,credit_cards,report_lost_card
my card is lost what do i do,credit_cards,report_lost_card
who do i report card theft to,credit_cards,report_lost_card
what do i do to report a lost card,credit_cards,report_lost_card
i am obliged to report my stolen card,credit_cards,report_lost_card
what must i do to report my card lost,credit_cards,report_lost_card
my capital one credit card was stolen,credit_cards,report_lost_card
i need to report a lost card,credit_cards,report_lost_card
"i need to report my card as stolen, please",credit_cards,report_lost_card
my american express card needs to be reported as stolen,credit_cards,report_lost_card
"my credit card has been stolen, please report it",credit_cards,report_lost_card
i want to report my card as lost,credit_cards,report_lost_card
my card is lost please report it,credit_cards,report_lost_card
my visa has been stolen by someone,credit_cards,report_lost_card
i need to report a card that's been lost but i dont know how,credit_cards,report_lost_card
what should i do if my card is lost,credit_cards,report_lost_card
i would like to report a stolen card,credit_cards,report_lost_card
i need to report my stolen card,credit_cards,report_lost_card
"i'd like to report my card as stolen, please",credit_cards,report_lost_card
my card is to be reported stolen,credit_cards,report_lost_card
my visa card was stolen,credit_cards,report_lost_card
please report my stolen card,credit_cards,report_lost_card
i lost my amex and need to report it,credit_cards,report_lost_card
"i need to report my card as stolen, who do i tell",credit_cards,report_lost_card
"could you please help me, my card has been stolen and i need to report it",credit_cards,report_lost_card
my stolen card needs to be reported,credit_cards,report_lost_card
i have to report a lost visa card,credit_cards,report_lost_card
"is there anyway, i can report my card being stolen",credit_cards,report_lost_card
i lost my card how do i report it,credit_cards,report_lost_card
"my card is stolen, i need to report it",credit_cards,report_lost_card
someone stole my mastercade,credit_cards,report_lost_card
"i can't locate my mastercard and i want to report it as lost, please",credit_cards,report_lost_card
where to report lost discover credit card,credit_cards,report_lost_card
report lost card,credit_cards,report_lost_card
i need to replace my lost card,credit_cards,report_lost_card
my visa card got stolen,credit_cards,report_lost_card
i have to report my card as stolen,credit_cards,report_lost_card
"oh no, report my card, it's stolen",credit_cards,report_lost_card
i need to report that my card has been lost,credit_cards,report_lost_card
my bronze card is missing i would like to report it as lost,credit_cards,report_lost_card
i can't find my insurance card and i want to report it as lost,credit_cards,report_lost_card
i lost my commerce card and need to report it as lost,credit_cards,report_lost_card
